sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a Capacitive Sensing paper,2023-10-27T05:56:15+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2023-10-26T04:13:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Aerosol penetration study for FFP2 half masks regarding protection against diesel particles in underground mines"" is ready to read",2023-10-25T15:56:05-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,Buy 1 Get 20% Off or Buy 2+ Get 25% Off,2023-10-24T08:01:16-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - “H. Lee”: 1 citation in a C paper",2023-10-24T00:55:25+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""Real-time Interface Control with Motion Gesture Recognition based on Non-contact Capacitive Sensing"" are mentioned in a paper uploaded to Academia",2023-10-23T06:00:38+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-10-21T22:29:45+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a Computer Science paper,2023-10-19T18:21:21+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""DeepLearning.AI"" no-reply@m.mail.coursera.org",Generative AI for Everyone: A new course from Andrew Ng,2023-10-18T17:52:32+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Course, competition, or scholarship marketing; potentially skill-related when current, but not evidence of the research profile.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee”: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?,2023-10-18T16:47:38+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Lee, Hunmin"" is mentioned in 3 papers",2023-10-18T05:10:59+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - “H. Lee” cited by “Paniz Hosseini”",2023-10-16T13:36:43+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,September's Most Popular Books,2023-10-16T07:34:24-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-10-14T10:31:23+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""A BPRCNN Based Hand Motion Classifier Using Electric Field Sensors"" are mentioned in a paper uploaded to Academia",2023-10-13T07:50:48+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in CHEMICAL SCIENCES papers?,2023-10-12T07:27:37+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-10-11T05:57:44+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Conservation and restoration efforts have promoted increases in shorebird populations and the area and quality of their habitat in the Yellow River Delta, China"" is ready to read",2023-10-10T16:53:15-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,Buy 1 Get 20% Off or Buy 2+ Get 25% Off,2023-10-10T10:04:15-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Physical sciences papers?",2023-10-09T02:59:42+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com",1 person has read your papers,2023-10-08T03:45:10+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2023-10-07T00:00:15+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""DeepLearning.AI"" no-reply@m.mail.coursera.org",Boost Your GenAI Skills: Free Courses Now on Coursera!,2023-10-04T22:05:59+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Course, competition, or scholarship marketing; potentially skill-related when current, but not evidence of the research profile.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Technologies papers?,2023-10-04T21:15:23+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,Buy 1 Get 20% Off or Buy 2+ Get 25% Off,2023-10-04T11:04:11-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a Computer Science paper uploaded to Academia",2023-10-04T05:37:06+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-10-03T19:44:49+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,We've extended your application deadline!,2023-10-02T13:09:13+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Routledge Books routledgebooks@email.routledge.com,25% Off All Books & eBooks,2023-10-01T20:19:03-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Electrical And Electronic Engineering papers?",2023-10-01T17:05:18+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Submit your application today!,2023-10-01T13:05:24+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee”: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?,2023-09-30T08:05:31+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Energy Technologies Area department at Lawrence Berkeley National Laboratory mentions the name ""Hunmin Lee""",2023-09-30T03:05:40+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Applied Sciences papers?,2023-09-29T01:22:06+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Investigating Injury Severity Interaction between Urban and Urban-rural Fringe Areas: A Grouped Random Parameters Seemingly Unrelated Bivariate Probit Approach"" is ready to read",2023-09-26T15:55:56-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-09-26T10:21:10+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Georgia State Graduate Studies GeorgiaState@info.grad.gsu.edu,Pursue greater change: Apply by 10/1,2023-09-24T13:08:07+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic education or admissions promotion that is outdated or mismatched to the current PhD/research-career stage.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Analytical Chemistry papers?",2023-09-24T07:43:27+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-09-23T06:27:07+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","The name ""H. Lee"" is mentioned in a PDF uploaded to Academia by Paniz Hosseini",2023-09-22T04:31:09+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""DeepLearning.AI"" no-reply@m.mail.coursera.org",How the AI for Good Specialization is Empowering Learners Around the World,2023-09-21T23:56:13+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Course, competition, or scholarship marketing; potentially skill-related when current, but not evidence of the research profile.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Sensors papers?,2023-09-21T02:53:41+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,Get 20% Off All Books,2023-09-20T08:01:09-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2023-09-20T01:42:12+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","Someone saw ""An Attention Score Based At..."" in an Academia search",2023-09-19T10:36:30+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2023-09-14T19:47:48+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","Someone saw ""An Attention Score Based At..."" in an Academia search",2023-09-14T10:36:29+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com",12 hours left. 50% off the improved Academia Premium.,2023-09-14T07:06:41+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee”: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?,2023-09-13T18:37:14+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""A hypergraph model of product function recombination based on online reviews"" is ready to read",2023-09-12T17:03:03-06:00,Graph machine learning,Secondary — Graph/interpretable biomedical ML,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Capacitive Sensing papers?,2023-09-11T16:22:01+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Lee, Hunmin"" is mentioned in 3 papers",2023-09-10T03:29:28+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Capacitive Sensing papers?",2023-09-09T14:12:59+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com","Someone saw ""An Attention Score Based At..."" in an Academia search",2023-09-09T10:36:28+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Academia.edu"" premium@academia-mail.com",Last day. 50% off the improved Academia Premium.,2023-09-09T10:25:37+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-09-08T13:05:53+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Weights & Biases"" no-reply@mail.wandb.ai",Have you given up on Weights & Biases?,2023-09-07T13:05:39-05:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic research-tool or professional-development promotion without project-specific relevance.,No
Routledge Books routledgebooks@email.routledge.com,Save 20% Off All Books,2023-09-06T12:04:49-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2023-09-06T10:58:34+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""A BPRCNN Based Hand Motion Classifier Using Electric Field Sensors"" are mentioned in a paper uploaded to Academia",2023-09-06T09:00:09+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-09-05T09:54:35+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Wan Hyun Cho premium@academia-mail.com,"50% Off, 2 days only: “Hunmin Lee” cited by “Wan Hyun Cho”",2023-09-02T06:50:49+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","We created a Personal Website for you, powered by your Academia Profile",2023-09-02T04:51:00+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a C paper,2023-08-31T04:50:32+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Mechanical Engineering department at University of Tehran mentions the name ""Hunmin Lee""",2023-08-29T10:58:40+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-08-29T02:54:57+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Routledge Books routledgebooks@email.routledge.com,Get 20% Off All Books,2023-08-28T08:00:52-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,“H. Lee”: 1 citation in a Computer Science paper,2023-08-28T01:57:49+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee”: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?,2023-08-26T02:40:47+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - “H. Lee” cited by “Paniz Hosseini”",2023-08-25T02:40:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""Real-time Interface Control with Motion Gesture Recognition based on Non-contact Capacitive Sensing"" are mentioned in a paper uploaded to Academia",2023-08-24T04:35:51+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Coursera Coursera@email.coursera.org,Earn a Master of Applied Data Science - 100% online,2023-08-23T08:21:01-06:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Course, competition, or scholarship marketing; potentially skill-related when current, but not evidence of the research profile.",No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-08-22T21:18:56+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com","Still interested in mentions, Hunmin?",2023-08-20T20:46:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-08-19T18:40:02+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Physical sciences papers?",2023-08-17T16:57:03+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2023-08-16T16:06:14+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Routledge Books routledgebooks@email.routledge.com,Get 20% Off All Books,2023-08-16T12:04:44-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Flexible Simulation of Traffic with Microservices, Agents & REST"" is ready to read",2023-08-15T14:52:49-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
"""Academia.edu"" premium@academia-mail.com","Someone saw ""A BPRCNN Based Hand Motion ..."" in an Academia search",2023-08-13T22:37:46+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-08-13T13:37:00+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Analytical Chemistry papers?,2023-08-11T11:59:03+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?",2023-08-10T11:10:21+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Energy Technologies Area department at Lawrence Berkeley National Laboratory mentions the name ""Hunmin Lee""",2023-08-10T05:07:12+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Lavanya Shukla lavanyashukla@wandb.com,Celebrating a W&B Milestone with You,2023-08-10T03:35:58+00:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Generic research-tool or professional-development promotion without project-specific relevance.,No
Routledge Books routledgebooks@email.routledge.com,25% off all Books to Celebrate Book Lover's Day,2023-08-09T08:04:37-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Sensors papers?,2023-08-08T09:37:51+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-08-07T08:53:04+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Applied Sciences papers?,2023-08-05T07:22:47+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in an Engineering paper uploaded to Academia",2023-08-05T03:02:21+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-08-03T05:56:01+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
